46.78 0.247884 0.264775 0.475447 3
47.84 0.382646 0 0.481756 1
48.92 0.00980089 0 0.468676 3
49.88 0.126559 0 0.40394 2
50.36 0 0.0810285 0 4
51.5 0.448436 0.315867 0 2
52.24 0.202917 0.187002 0.268692 3
53.04 0 0.373825 0.202255 2
53.9 0.161855 0.142686 0.222599 2
54.82 0 0 0.214469 2
55.6 0.0937657 0 0.185719 4
56.24 0.260981 0.555828 0.239122 4
57.46 0.389903 0.0525574 0.406346 3
58.42 0.477394 0.320004 0 2
59.44 0.0533473 0 0.124299 4
60.42 0.620448 0.0599392 0.265179 0
60.82 0.385602 0.35334 0.525323 0
61.52 0.16192 0.264159 0.361144 0
62.34 0.679565 0.132402 0.334673 2
63.44 0.424156 0.630703 0.411805 0
64 0.313383 0.00710003 0.405741 0
65.08 0.643181 0 0.788106 0
65.76 0.564125 0.718793 0.691625 0
66.06 0.527625 0.39651 0.19787 1
66.74 0.311292 0 0.489129 1
67.42 0.294692 0.0729041 0.539336 0
67.98 0.328821 0.28585 0.680379 1
69.04 0.247276 0.159567 0.641236 0
70.16 0.305887 0.238003 0 3
71.06 0.25307 0.0496979 0 4
71.44 0.439691 0.163295 0.0164857 3
72.34 0.24654 0.363254 0.847289 2
72.94 0 0 0.303577 3
73.84 0.0409073 0.636882 0 3
74.46 0.290418 0 0.215736 2
75.5 0.0655068 0.166074 0 3
75.76 0.324638 0 0.49538 2
75.98 0 0 0.0960785 2
76.68 0 0.239684 0 4
77.28 0.253823 0 0 3
77.6 0 0.3034 0 2
78.26 0.491853 0.0822529 0.145782 1
78.56 0.57262 0 0.480925 4
79.2 0.494003 0.244658 0.194498 2
79.48 0 0.476331 0.664299 1
80.26 0.340774 0.722628 0.356525 2
80.96 0 0.501393 0.398545 3
81.6 0.153519 0.334081 0.352576 1
81.8 0.0185101 0.416433 0 3
82.32 0 0.72737 0.271462 3
82.64 0.0631222 0.311121 0.172863 2
82.96 0.36489 0.547503 0.52022 2
83.58 0.210189 0.477061 0.34623 3
83.94 0.0400955 0.574034 0.601875 4
84.76 0.252541 0.399021 0.0152541 3
85.22 0 0.288406 0 4
85.54 0.468381 0.474693 0.13555 2
85.74 0 0.454156 0.438384 2
86.42 0.497316 0.447965 0.214301 2
86.62 0.639275 0.561017 0.377004 4
86.82 0.212416 0.535932 0.188611 2
87.02 0 0.247346 0 2
87.42 0.666972 0.532953 0 4
87.66 0.024902 0.456916 0.358668 2
87.86 0 0.173894 0.258869 4
88.92 0 0.38302 0.229441 3
89.74 0.114832 0.567882 0 3
90.46 0.166938 0.144933 0 4
90.66 0.45936 0.191873 0 2
91.1 0.567463 0.320248 0 4
91.46 0.419088 0 0 3
91.94 0.290108 0.0518361 0 4
92.42 0.149901 0.391683 0.647156 4
92.94 0.28867 0 0.500641 2
93.14 0.172105 0.34681 0 3
93.34 0.422899 0 0.203732 1
94.48 0.487674 0.457226 0 3
95.22 0.435632 0.175449 0 3
96.1 0.451283 0 0 1
96.3 0.380217 0.0935784 0.0285052 2
96.54 0.231536 0.0229756 0.044025 4
96.8 0.389676 0 0.196779 2
97.24 0.0451313 0 0 3
97.82 0 0.570414 0.024767 2
98.02 0 0.158092 0 3
98.22 0.139258 0.33892 0.0611169 1
98.52 0.574995 0.169758 0 2
99.34 0.0263351 0.1226 0 2
99.54 0.147953 0 0 3
100.26 0.388357 0.0193654 0.382692 1
100.72 0.556009 0 0.663101 3
101.28 0.498772 0.0953837 0.501779 2
101.48 0.463456 0 0.645681 4
102.06 0.521364 0 0.459767 3
102.86 0.279093 0 0.545097 4
103.26 0.526298 0.169547 0.672182 2
103.46 0.441049 0.281108 0.592008 3
103.68 0.606091 0.525189 0.145726 4
104.14 0.725663 0.480839 0.0814085 2
104.34 0.449285 0.204976 0.203164 2
104.54 0.572445 0.00152845 0.563717 3
104.76 0.520172 0 0.342524 4
104.96 0.247209 0 0.494474 3
105.16 0.399053 0 0.302714 2
105.36 0.221095 0 0.225764 2
105.56 0.473728 0 0.106668 3
105.9 0.51674 0 0.274443 2
106.1 0.517443 0.409967 0.205285 4
106.46 0.457257 0 0.507332 4
106.66 0.831823 0.269014 0.664767 2
107.7 0.481827 0.335772 0.601706 3
107.9 0.635733 0.0135942 0.12683 1
108.1 0.398142 0 0.654579 2
108.3 0.35734 0 0.0404984 4
108.62 0.509964 0 0.17415 4
108.82 0.753327 0 0.596133 3
109.02 0.70579 0 0.436847 2
109.22 0.555416 0.56757 0.391672 3
109.82 0.143976 0.176349 0.658692 2
110.02 0.267123 0.0840907 0.299034 2
110.22 0.00307958 0.365674 0.371272 1
110.42 0 0.372802 0 2
110.62 0 0.24058 0.492376 3
110.82 0 0 0.188109 1
111.02 0.0459885 0.529636 0.611459 1
111.22 0 0.257692 0.351054 3
111.42 0 0.687 0.0212621 3
111.7 0 0.291914 0.446446 4
111.96 0 0.405441 0.160953 3
112.28 0 0.0951357 0.498741 2
112.48 0 0.104994 0.484497 4
112.68 0.211173 0.541809 0.206565 1
112.88 0.45508 0.237303 0.255918 3
113.08 0.104664 0.0672081 0.0711876 3
113.28 0 0.165798 0 3
113.48 0 0 0.208531 2
113.68 0 0.23309 0.440786 1
113.88 0.142853 0 0.141383 2
114.08 0 0.290546 0.334962 4
114.28 0 0.254039 0.0118792 3
114.48 0.154665 0.215563 0.647364 4
114.68 0 0.640175 0.0310012 3
114.88 0 0.698065 0.370741 2
115.08 0.0559228 0.223112 0.331286 3
115.4 0 0.619912 0.121356 4
115.6 0 0.339061 0.198263 2
115.8 0 0.307164 0.143091 2
116 0 0.66713 0.549789 2
116.2 0 0.443988 0 3
116.4 0 0.605149 0.663351 2
116.6 0 0.203118 0.075305 3
116.8 0 0.316012 0.116649 3
117 0.536046 0.0830562 0.383162 4
117.2 0 0.45829 0.440087 2
117.4 0.196647 0.190936 0.381692 3
117.6 0.0729492 0.614918 0 3
117.8 0 0.0870929 0.255192 1
118.02 0 0.145419 0.299034 4
118.22 0 0 0.129209 2
118.42 0 0 0.123193 4
118.62 0.192998 0.0725936 0.372529 1
118.82 0.317856 0.609043 0.0148442 3
119.02 0 0.0677551 0.140995 2
119.22 0 0.519088 0 3
119.42 0 0.28038 0.473119 3
119.62 0 0 0.29971 2
119.82 0.100748 0.233022 0 3
120.02 0 0.340164 0.369364 3
120.22 0.566047 0.52999 0.294291 2
120.42 0.281015 0 0.695352 1
120.62 0.310181 0.15851 0.549705 0
120.82 0.405285 0.0855119 0.39769 1
121.02 0 0 0.359241 0
121.22 0 0.414712 0.42131 0
121.42 0 0 0.355943 0
121.62 0 0.05833 0.405828 0
121.82 0.188642 0.301266 0.332433 0
122.02 0 0 0.482983 0
122.22 0 0.306227 0.359506 0
122.42 0 0.18568 0.231659 2
122.62 0.500874 0 0.532324 0
122.82 0.116619 0.181453 0.0389311 0
123.02 0.0985306 0.159958 0.285466 1
123.22 0 0.159194 0.180448 2
123.42 0.080554 0.583574 0.269055 2
123.62 0.362374 0.0474432 0.162785 1
123.82 0 0.126343 0.679637 0
124.02 0 0 0.0984472 0
124.22 0.381411 0.304974 0.191436 0
124.42 0 0 0.405616 0
124.62 0 0.404528 0.301239 0
124.82 0 0.157116 0.240053 0
125.02 0 0.0920375 0.690036 0
125.22 0 0.395414 0.488216 2
125.42 0.508604 0.312916 0.355036 1
125.62 0.316186 0 0.530368 2
125.82 0.23583 0 0.112669 2
126.02 0.0524258 0 0.296876 1
126.22 0 0 0.644233 0
126.42 0 0 0.19632 0
126.62 0 0.0441839 0.447113 0
126.82 0.192998 0 0.442404 0
127.02 0 0.156285 0.348009 0
127.22 0 0.243775 0.327902 1
127.42 0.171319 0.0957594 0.11006 2
127.62 0 0.32307 0.494586 0
127.82 0.460424 0.0310171 0.356751 0
128.02 0 0.613343 0.637356 0
128.22 0 0.513251 0.41688 0
128.42 0 0 0.451584 0
128.62 0.0831902 0 0.0938857 0
128.82 0 0 0.402594 0
129.02 0.263147 0 0.498563 1
129.22 0 0.31772 0.65793 1
129.42 0 0.106772 0.305413 0
129.62 0 0.341049 0.263433 0
129.82 0 0.0790125 0.411459 1
130.02 0.438629 0.273626 0.184235 0
130.22 0.410748 0.180006 0.588007 2
130.42 0.715028 0.578094 0.434427 2
130.62 0.448295 0.158171 0 2
130.82 0.279932 0 0.120549 2
131.02 0.560362 0.357482 0.454473 3
131.22 0.633684 0.606669 0.185092 1
131.42 0.535284 0.0478175 0.0153507 2
131.62 0.379274 0.648141 0.15541 2
131.82 0.617676 0.0399419 0.501326 2
132.02 0.528712 0 0 2
132.22 0.440082 0 0 3
132.42 0.306541 0.0627125 0.0209645 2
132.62 0.334888 0 0.197203 2
132.82 0.454461 0.0887847 0.0656923 3
133.02 0.752215 0.505979 0.1276 3
133.22 0.270786 0.439039 0.411413 1
133.42 0.576231 0.269625 0 2
133.62 0.501646 0.47065 0 2
133.82 0.478101 0 0 2
134.02 0.633626 0.206205 0 3
134.22 0.300997 0 0.323311 5
134.42 0.381329 0.155596 0 4
134.62 0.657268 0.116305 0.235992 1
134.82 0.353385 0.0511178 0.545351 2
135.02 0.438393 0.193248 0.0415152 3
135.22 0.352529 0.377332 0.324871 3
135.42 0.465258 0.156494 0 1
135.62 0.581219 0.0303127 0.300632 2
135.82 0.477986 0 0.198406 4
136.02 0.586856 0.512553 0 2
136.22 0.666705 0.102456 0.0639463 1
136.42 0.594189 0 0 3
136.62 0.399038 0.494875 0.545229 3
136.82 0.444666 0.127772 0 4
137.02 0.620685 0.268231 0 3
137.22 0.698978 0.481729 0.405824 2
137.42 0.362353 0 0.538329 1
137.62 0.443558 0.322784 0.633189 1
137.82 0.690724 0.247619 0.153002 3
138.02 0.631881 0.185689 0.225356 3
138.22 0.270339 0.177608 0.575319 2
138.42 0.499481 0.305101 0.15722 1
138.62 0.517466 0.0487704 0.193666 3
138.82 0.638225 0 0 4
139.02 0.37923 0.0993081 0.0608127 2
139.22 0.547881 0 0 2
139.42 0.554951 0.317462 0.538605 3
139.62 0.402153 0.264326 0.101313 2
139.82 0.346976 0.316499 0.00313134 2
140.02 0.355517 0.0813596 0.412178 3
140.22 0.246485 0.409457 0 2
140.42 0.541803 0.136275 0.41581 2
140.62 0.444993 0.13926 0.174219 4
140.82 0.476724 0 0 1
141.02 0.200694 0 0.0233935 3
141.22 0.00318953 0 0.0448975 2
141.42 0.655795 0.000810455 0.25901 2
141.62 0.550262 0 0.267264 2
141.82 0.45485 0.57369 0 3
142.02 0.283804 0.285727 0.315849 1
142.22 0.273669 0 0.363711 4
142.42 0.830463 0 0 3
142.62 0.29386 0.243474 0 1
142.82 0 0.350067 0 1
143.02 0.0776994 0.164231 0.185429 2
143.22 0.196542 0.248849 0.197944 4
143.42 0.636217 0.385375 0.420625 1
143.62 0.277064 0.181216 0.271713 4
143.82 0.208374 0.247999 0.0179096 3
144.02 0.651069 0 0 2
144.22 0.3744 0 0.226145 2
144.42 0.430572 0.0506085 0.467414 2
144.62 0.478113 0.269254 0.017849 3
144.82 0.678068 0.0420366 0.471932 3
145.02 0.280889 0.169997 0.0843899 3
145.22 0.548328 0 0.381277 3
145.42 0.165657 0.0724702 0.322995 4
145.62 0.600424 0.118834 0 2
145.82 0.510314 0.45357 0 2
146.02 0.171546 0 0.326367 4
146.22 0.394743 0.625748 0.444636 2
146.42 0.415889 0.0194165 0.322728 3
146.62 0.474278 0.111882 0.251266 1
146.82 0.671171 0 0 3
147.02 0 0 0 2
147.22 0.29227 0.119565 0.616416 2
147.42 0 0.124226 0 2
147.62 0.57217 0 0.12321 3
147.82 0.400351 0 0.333959 2
148.02 0.681466 0 0.329818 4
148.22 0.464741 0 0.33613 4
148.42 0.665341 0 0.223621 2
148.62 0.418365 0 0.255968 1
148.82 0.564477 0 0 3
149.02 0.518381 0.415084 0.528993 3
149.22 0.591148 0.2988 0.428617 3
149.42 0.514104 0.560875 0 1
149.62 0.0705842 0.370604 0.344083 4
149.82 0.728392 0 0.452904 3
150.02 0.492106 0.347841 0.124442 2
150.22 0.173627 0.397334 0.165613 3
150.42 0.0533218 0 0 2
150.62 0.55159 0.287134 0.0165161 3
150.82 0.341207 0.280577 0 1
151.02 0.288701 0.264767 0 2
151.22 0 0 0 3
151.42 0.165293 0 0 2
151.62 0.273868 0.413739 0.719287 1
151.82 0.177043 0.256032 0.693601 1
152.02 0.185714 0.0596451 0.158745 2
152.22 0 0.303061 0 4
152.42 0.555174 0.521341 0 1
152.62 0.245378 0.374474 0.473422 3
152.82 0.85604 0.346466 0 2
153.02 0.588343 0.124183 0 3
153.22 0.320948 0.209628 0 4
153.42 0.511017 0 0.580717 2
153.62 0.785731 0 0.165614 4
153.82 0.505217 0 0 3
154.02 0.263741 0.117286 0.0817687 4
154.22 0.296443 0.0471332 0.0266185 2
154.42 0.326726 0.265147 0 2
154.62 0.406778 0 0 2
154.82 0.606665 0 0.0955397 3
155.02 0.152681 0.55862 0 2
155.22 0.0781366 0 0.0144896 2
155.42 0.507972 0.0967254 0.25464 2
155.62 0.219837 0.24823 0.136096 3
155.82 0.816131 0.521911 0 2
156.02 0.365938 0 0.326331 2
156.22 0.634669 0 0.385645 3
156.42 0.399456 0.373559 0.583651 2
156.62 0.50339 0.169555 0.0889896 3
156.82 0.599915 0.0354494 0.0299085 3
157.02 0.617691 0.364125 0 3
157.22 0 0.210696 0 3
157.42 0.594109 0.210318 0 3
157.62 0.468024 0.219011 0.18051 2
157.82 0.342978 0.439323 0 1
158.02 0.505118 0.344028 0.00674565 3
158.4 0.549549 0.27289 0.0987665 3
158.6 0.630566 0.0411002 0.394234 3
158.8 0.535432 0 0 2
159 0.267834 0 0.278602 2
159.2 0.0261309 0.442677 0.155431 2
159.4 0.286724 0.429009 0 2
159.6 0.116562 0.260945 0 2
159.8 0.404023 0.279245 0.198965 4
160 0 0.345034 0 2
160.2 0 0.54307 0.166493 1
160.44 0.0743399 0.0755809 0.475334 3
160.64 0.0898956 0.496061 0.428551 3
160.84 0.0599271 0.603253 0.274036 3
161.04 0.161628 0 0.409477 3
161.24 0 0.162005 0.264324 0
161.44 0 0 0 3
161.64 0.137206 0.317189 0.364867 2
161.84 0.709625 0.090793 0 3
162.04 0.0369907 0.00819028 0.228229 2
162.24 0 0 0.219305 2
162.44 0.116303 0.345944 0.347706 2
162.64 0.114064 0.555832 0 2
162.92 0 0 0 3
163.12 0 0.0265749 0.376963 2
163.48 0.00258962 0 0 3
163.68 0 0 0 3
163.88 0 0.383025 0.177026 4
164.08 0 0.267253 0 3
164.28 0.0994688 0.135228 0.0341042 2
164.48 0.324381 0.244027 0 2
164.68 0.439951 0 0.295755 4
165.24 0 0.0430636 0 3
165.44 0 0.153617 0 3
165.64 0 0.0881197 0 3
165.84 0.0826935 0.566241 0 4
166.04 0 0.0265714 0 3
166.24 0.508954 0.661465 0 2
166.44 0.256479 0.259729 0.152848 3
166.64 0 0.290174 0.306847 0
166.84 0 0.444598 0.485422 2
167.04 0 0.609541 0 3
167.24 0.0541984 0.434665 0 3
167.44 0 0.465604 0.278086 3
167.7 0.145966 0.0644624 0.0786419 3
167.9 0.352684 0.119296 0 3
168.1 0.0519885 0.615904 0 1
168.3 0.0418188 0.240045 0 3
168.66 0.00184696 0.607998 0 3
168.86 0.150288 0.579901 0.00337168 2
169.06 0 0.152027 0.185325 2
169.26 0 0.141896 0 4
169.46 0 0.0710117 0 3
169.66 0.231969 0 0 2
169.86 0.363173 0.487394 0 4
170.06 0 0 0.66361 2
170.54 0.480943 0.294408 0.624349 3
171.04 0.333052 0.0388499 0.604748 4
171.58 0.385929 0.442497 0.358099 1
171.78 0.42832 0.293068 0.0534131 4
172.18 0.241046 0 0.0321751 3
172.38 0.157312 0.549678 0 2
172.58 0 0.352932 0 3
172.78 0.0612528 0 0 2
172.98 0.2206 0.507701 0.112467 3
173.18 0.193492 0 0.218664 2
173.7 0.239129 0 0.210688 3
173.9 0.374778 0.230609 0.266776 1
174.1 0.538565 0.413742 0.420801 3
174.3 0.353871 0.0811829 0.510326 2
174.5 0.216431 0.49816 0.234545 1
174.7 0 0 0.284816 2
175.32 0.572079 0.0378264 0.152887 3
175.52 0.273617 0 0.354138 3
176 0.436154 0.317691 0 2
176.4 0.257177 0.268006 0.348675 2
176.72 0.0996667 0 0.516545 3
176.92 0.377689 0 0.655525 3
177.24 0.279581 0 0.660942 2
177.44 0.382139 0.109932 0.522145 2
177.94 0.561756 0.278594 0.506188 3
178.14 0.654958 0 0.410578 2
178.5 0.234335 0.0975719 0.442411 3
178.7 0 0.0959661 0.262865 2
178.9 0.327596 0.173807 0 1
179.12 0.457989 0 0.584778 1
179.32 0 0.214237 0.41593 3
